PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Payment Terms,Department,Location,Approval Status,Priority,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-10752,Digital Systems,2026-01-22,2026-02-18,2026-02-18,62x Office Desk,62,937.44,58121.28,CAD,COD,Operations,New York,Approved,Low,Standard delivery,5812.13,63933.41,Robert Wilson,Alice Brown
PO-2026-93913,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,56x Router,56,497.68,27870.08,AUD,2/10 Net 30,Operations,Toronto,Rejected,Medium,,2787.01,30657.09,John Smith,Alice Brown
PO-2026-47074,Enterprise Solutions,2026-01-22,2026-01-29,2026-01-29,58x USB Cable; 3x Office Desk,61,937.00,55516.24,AUD,Net 30,Finance,Chicago,Approved,Low,,5551.62,61067.86,Robert Wilson,Lisa Anderson
PO-2026-35116,Industrial Parts Group,2026-01-22,2026-02-13,2026-02-13,69x USB Cable; 29x Office Desk; 76x SSD Storage,174,951.17,108645.08,AUD,2/10 Net 30,IT,London,Rejected,Low,Special packaging needed,10864.51,119509.59,Robert Wilson,Jessica White
PO-2026-95531,Digital Systems,2026-01-22,2026-02-09,2026-02-09,89x Network Switch; 10x SSD Storage; 97x Network Switch; 4x Server RAM; 41x SSD Storage,241,545.08,148976.58,EUR,Net 90,IT,London,Rejected,Low,Urgent delivery required,14897.66,163874.24,Robert Wilson,Tom Martinez
PO-2026-88496,Global Supplies Inc,2026-01-22,2026-01-27,2026-01-27,43x Power Supply; 49x Printer Paper; 73x Server RAM; 77x Laptop,242,819.02,105546.95,GBP,Due on Receipt,Logistics,New York,Rejected,Medium,Special packaging needed,10554.69,116101.65,John Smith,Tom Martinez
PO-2026-97399,Premium Materials Co,2026-01-22,2026-02-10,2026-02-10,7x Ink Cartridge; 45x Monitor,52,361.63,20453.56,CAD,Net 60,Logistics,New York,Pending,Urgent,Standard delivery,2045.36,22498.92,Emily Chen,David Lee
PO-2026-23950,Component World,2026-01-22,2026-02-01,2026-02-01,66x Mouse; 10x Office Desk; 5x Printer Paper; 79x Desk Chair; 65x Power Supply,225,393.28,165650.96,AUD,Due on Receipt,Logistics,Toronto,Approved,Urgent,,16565.10,182216.06,Robert Wilson,David Lee
PO-2026-31270,Office Plus,2026-01-22,2026-01-31,2026-01-31,26x Ink Cartridge; 56x Router; 86x Mouse,168,730.71,132307.66,AUD,Net 30,HR,Chicago,Rejected,Low,Urgent delivery required,13230.77,145538.43,Mike Davis,Lisa Anderson
PO-2026-46024,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,78x Ink Cartridge; 91x Laptop; 61x USB Cable; 5x Keyboard; 51x Printer Paper,286,296.97,129779.40,GBP,Due on Receipt,IT,Toronto,Rejected,High,,12977.94,142757.34,Emily Chen,Lisa Anderson
PO-2026-37547,Quality Distributors,2026-01-22,2026-02-18,2026-02-18,63x Router; 86x Keyboard; 72x Server RAM,221,572.41,38139.81,USD,Net 60,Logistics,Los Angeles,Approved,High,Urgent delivery required,3813.98,41953.79,John Smith,Jessica White
PO-2026-78919,Office Plus,2026-01-22,2026-01-27,2026-01-27,40x Router; 39x Keyboard,79,638.95,62219.95,EUR,Due on Receipt,Finance,Toronto,Pending,Urgent,Urgent delivery required,6221.99,68441.95,John Smith,Lisa Anderson
PO-2026-25693,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,5x Router; 45x Network Switch; 52x USB Cable; 97x SSD Storage,199,937.05,121037.57,AUD,2/10 Net 30,Finance,Los Angeles,Rejected,High,Urgent delivery required,12103.76,133141.33,Emily Chen,Lisa Anderson
PO-2026-87918,Component World,2026-01-22,2026-02-02,2026-02-02,46x Monitor,46,93.42,4297.32,EUR,Net 60,IT,Sydney,Pending,Medium,Urgent delivery required,429.73,4727.05,Sarah Johnson,Lisa Anderson
PO-2026-73892,Premium Materials Co,2026-01-22,2026-02-12,2026-02-12,83x Server RAM; 27x Server RAM; 65x Power Supply,175,699.35,122964.09,EUR,Net 60,Operations,New York,Approved,Low,,12296.41,135260.50,Emily Chen,Jessica White
PO-2026-73104,Global Supplies Inc,2026-01-22,2026-01-31,2026-01-31,4x Printer Paper; 88x Filing Cabinet; 14x Keyboard,106,694.45,54716.44,EUR,Due on Receipt,Logistics,Los Angeles,Approved,Low,Special packaging needed,5471.64,60188.08,Sarah Johnson,Alice Brown
PO-2026-86729,Component World,2026-01-22,2026-02-04,2026-02-04,72x Network Switch; 96x Mouse; 38x Ink Cartridge,206,930.57,129663.98,AUD,Net 60,Logistics,Sydney,Rejected,Urgent,Standard delivery,12966.40,142630.38,Mike Davis,Alice Brown
PO-2026-82627,Component World,2026-01-22,2026-02-08,2026-02-08,87x Keyboard; 85x Mouse; 1x Printer Paper,173,149.08,22947.94,CAD,Net 30,Logistics,Sydney,Rejected,High,Standard delivery,2294.79,25242.73,John Smith,David Lee
PO-2026-23218,Digital Systems,2026-01-22,2026-02-20,2026-02-20,64x Mouse; 67x Router; 65x Server RAM; 69x Monitor; 45x Ink Cartridge,310,431.61,166995.24,CAD,COD,IT,Los Angeles,Pending,Urgent,Special packaging needed,16699.52,183694.76,Mike Davis,Lisa Anderson
PO-2026-20924,Tech Solutions Ltd,2026-01-22,2026-02-02,2026-02-02,80x Router,80,391.59,31327.20,EUR,2/10 Net 30,HR,Los Angeles,Pending,Medium,Standard delivery,3132.72,34459.92,Robert Wilson,Lisa Anderson
PO-2026-94778,Industrial Parts Group,2026-01-22,2026-02-21,2026-02-21,51x Monitor,51,252.82,12893.82,CAD,Due on Receipt,Operations,Chicago,Approved,Low,Standard delivery,1289.38,14183.20,Sarah Johnson,David Lee
PO-2026-21672,Enterprise Solutions,2026-01-22,2026-02-17,2026-02-17,27x Keyboard; 34x Network Switch,61,893.00,46589.08,GBP,2/10 Net 30,Finance,Sydney,Pending,High,Special packaging needed,4658.91,51247.99,Robert Wilson,Tom Martinez
PO-2026-96140,Office Plus,2026-01-22,2026-02-01,2026-02-01,43x Filing Cabinet; 47x Office Desk; 13x USB Cable; 90x Mouse; 100x Laptop,293,366.25,155137.27,EUR,Due on Receipt,HR,Los Angeles,Rejected,Low,Urgent delivery required,15513.73,170651.00,John Smith,Jessica White
PO-2026-48459,Industrial Parts Group,2026-01-22,2026-02-18,2026-02-18,18x Laptop; 75x Monitor; 59x Office Desk; 87x Router; 73x Server RAM,312,757.05,224703.27,GBP,Net 30,Operations,New York,Rejected,Urgent,Urgent delivery required,22470.33,247173.60,Mike Davis,Alice Brown
PO-2026-51388,Enterprise Solutions,2026-01-22,2026-01-27,2026-01-27,26x Mouse; 1x Desk Chair,27,536.79,14290.06,GBP,COD,HR,Los Angeles,Rejected,High,Standard delivery,1429.01,15719.07,Sarah Johnson,David Lee
PO-2026-85580,Global Supplies Inc,2026-01-22,2026-02-17,2026-02-17,4x Desk Chair; 48x USB Cable; 14x Power Supply,66,418.47,33247.48,USD,Net 90,Finance,Sydney,Approved,Medium,,3324.75,36572.23,Sarah Johnson,David Lee
PO-2026-82231,Global Supplies Inc,2026-01-22,2026-02-19,2026-02-19,89x Printer Paper; 62x Monitor; 39x Printer Paper,190,119.03,49344.66,CAD,2/10 Net 30,HR,Sydney,Pending,Urgent,,4934.47,54279.13,Mike Davis,Jessica White
PO-2026-67455,Digital Systems,2026-01-22,2026-02-17,2026-02-17,97x Filing Cabinet; 67x Ink Cartridge; 12x Printer Paper; 22x USB Cable; 55x Ink Cartridge,253,994.87,189346.68,AUD,Net 30,Finance,Chicago,Rejected,Medium,Standard delivery,18934.67,208281.35,John Smith,Tom Martinez
PO-2026-69066,Enterprise Solutions,2026-01-22,2026-02-05,2026-02-05,56x Printer Paper; 38x Keyboard; 93x Monitor; 49x Network Switch; 80x Office Desk,316,696.17,180601.90,USD,Net 60,IT,New York,Rejected,Low,,18060.19,198662.09,John Smith,David Lee
PO-2026-82812,Global Supplies Inc,2026-01-22,2026-02-09,2026-02-09,60x Monitor,60,161.55,9693.00,AUD,Net 60,Finance,Toronto,Pending,Low,,969.30,10662.30,Mike Davis,David Lee
PO-2026-27525,Office Plus,2026-01-22,2026-02-10,2026-02-10,25x Laptop; 48x Router; 72x Laptop,145,804.87,43105.11,GBP,2/10 Net 30,Finance,Los Angeles,Approved,Medium,Special packaging needed,4310.51,47415.62,Robert Wilson,David Lee
PO-2026-76180,Tech Solutions Ltd,2026-01-22,2026-02-06,2026-02-06,48x Keyboard; 56x Mouse; 2x Office Desk,106,87.09,17708.42,GBP,Net 90,Logistics,New York,Approved,Medium,,1770.84,19479.26,John Smith,Lisa Anderson
PO-2026-17502,Acme Corp,2026-01-22,2026-01-31,2026-01-31,95x Mouse; 98x Mouse; 66x SSD Storage,259,825.78,148161.00,GBP,COD,HR,Chicago,Approved,Medium,Special packaging needed,14816.10,162977.10,Mike Davis,Lisa Anderson
PO-2026-49219,Tech Solutions Ltd,2026-01-22,2026-02-03,2026-02-03,13x Keyboard; 31x Desk Chair,44,91.32,20732.66,USD,2/10 Net 30,Operations,Sydney,Approved,High,Special packaging needed,2073.27,22805.93,Robert Wilson,Lisa Anderson
PO-2026-94515,Premium Materials Co,2026-01-22,2026-02-20,2026-02-20,6x Office Desk; 11x SSD Storage; 69x Laptop; 29x Mouse,115,345.54,47645.77,GBP,COD,Logistics,Sydney,Approved,Urgent,Special packaging needed,4764.58,52410.35,Robert Wilson,David Lee
PO-2026-21461,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,87x Office Desk; 43x Office Desk; 93x Monitor,223,808.20,156290.83,AUD,Net 90,HR,Toronto,Approved,Medium,Quality inspection required,15629.08,171919.91,Sarah Johnson,Jessica White
PO-2026-93005,Enterprise Solutions,2026-01-22,2026-02-20,2026-02-20,66x Power Supply; 35x Mouse,101,960.71,81590.41,CAD,COD,Operations,Chicago,Rejected,Urgent,Special packaging needed,8159.04,89749.45,Robert Wilson,Tom Martinez
PO-2026-30369,Enterprise Solutions,2026-01-22,2026-02-14,2026-02-14,19x Router; 27x USB Cable; 73x Network Switch; 30x Laptop,149,401.20,49883.48,EUR,2/10 Net 30,Operations,Los Angeles,Pending,Low,Special packaging needed,4988.35,54871.83,Robert Wilson,Alice Brown
PO-2026-42515,Office Plus,2026-01-22,2026-02-17,2026-02-17,93x Printer Paper,93,650.33,60480.69,AUD,Due on Receipt,Finance,Los Angeles,Pending,Low,Quality inspection required,6048.07,66528.76,Sarah Johnson,David Lee
PO-2026-59397,Premium Materials Co,2026-01-22,2026-01-28,2026-01-28,99x Laptop,99,701.48,69446.52,USD,Net 90,Operations,Los Angeles,Approved,Urgent,,6944.65,76391.17,Robert Wilson,Jessica White
PO-2026-59303,Enterprise Solutions,2026-01-22,2026-02-13,2026-02-13,77x USB Cable; 28x Mouse; 10x Printer Paper; 56x Ink Cartridge; 43x Network Switch,214,260.37,95663.98,AUD,Net 60,Finance,London,Approved,Urgent,Special packaging needed,9566.40,105230.38,Sarah Johnson,Lisa Anderson
PO-2026-61039,Component World,2026-01-22,2026-02-01,2026-02-01,58x Laptop; 59x Keyboard; 62x Keyboard; 79x Laptop,258,954.31,161352.77,EUR,Due on Receipt,IT,Toronto,Rejected,Urgent,Standard delivery,16135.28,177488.05,John Smith,Jessica White
PO-2026-30522,Component World,2026-01-22,2026-01-28,2026-01-28,19x Filing Cabinet; 15x Desk Chair; 84x Desk Chair,118,765.07,77096.20,EUR,Net 60,Operations,Toronto,Pending,Urgent,,7709.62,84805.82,Mike Davis,Jessica White
PO-2026-89170,Enterprise Solutions,2026-01-22,2026-02-10,2026-02-10,62x Power Supply; 80x Desk Chair; 100x Server RAM,242,760.48,116385.96,USD,Net 90,Logistics,Toronto,Rejected,Medium,,11638.60,128024.56,John Smith,David Lee
PO-2026-86985,Enterprise Solutions,2026-01-22,2026-01-29,2026-01-29,65x Mouse; 86x Laptop; 16x Network Switch,167,722.57,95069.33,EUR,Net 30,Operations,Chicago,Pending,Medium,Quality inspection required,9506.93,104576.26,John Smith,Jessica White
PO-2026-15362,Global Supplies Inc,2026-01-22,2026-02-05,2026-02-05,18x Office Desk; 2x Filing Cabinet; 59x Printer Paper; 32x Monitor,111,426.39,45275.47,AUD,Net 90,IT,New York,Approved,Medium,,4527.55,49803.02,Robert Wilson,David Lee
PO-2026-12284,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,1x Keyboard; 100x Printer Paper; 2x Ink Cartridge; 37x Keyboard,140,976.93,110897.89,USD,COD,HR,New York,Pending,High,Special packaging needed,11089.79,121987.68,Robert Wilson,Alice Brown
PO-2026-89120,Component World,2026-01-22,2026-02-15,2026-02-15,44x USB Cable; 46x Mouse; 73x Network Switch; 29x Monitor,192,964.64,94803.01,GBP,Net 90,Operations,New York,Rejected,Medium,Standard delivery,9480.30,104283.31,Emily Chen,Lisa Anderson
PO-2026-93124,Digital Systems,2026-01-22,2026-02-21,2026-02-21,3x Printer Paper,3,115.84,347.52,EUR,COD,IT,Toronto,Approved,Urgent,Standard delivery,34.75,382.27,John Smith,David Lee
PO-2026-96385,Tech Solutions Ltd,2026-01-22,2026-02-20,2026-02-20,84x Printer Paper; 51x Network Switch; 69x Laptop; 69x Laptop; 30x Power Supply,303,581.82,120274.47,USD,Due on Receipt,IT,Chicago,Rejected,Urgent,,12027.45,132301.92,Robert Wilson,Alice Brown
PO-2026-28059,Digital Systems,2026-01-22,2026-02-04,2026-02-04,7x Office Desk; 59x Monitor,66,365.16,3116.03,EUR,COD,HR,Los Angeles,Rejected,Medium,,311.60,3427.63,John Smith,Tom Martinez
PO-2026-71249,Office Plus,2026-01-22,2026-02-14,2026-02-14,63x USB Cable; 23x Ink Cartridge; 91x Monitor,177,989.88,73004.97,USD,Due on Receipt,IT,Los Angeles,Pending,Low,Urgent delivery required,7300.50,80305.47,Emily Chen,Lisa Anderson
PO-2026-37569,Industrial Parts Group,2026-01-22,2026-02-02,2026-02-02,13x Ink Cartridge; 44x Desk Chair; 60x USB Cable,117,492.89,62802.97,AUD,2/10 Net 30,Operations,Chicago,Rejected,High,Special packaging needed,6280.30,69083.27,John Smith,Jessica White
PO-2026-14432,Component World,2026-01-22,2026-02-06,2026-02-06,3x Printer Paper; 41x Server RAM; 100x Monitor; 37x Filing Cabinet,181,781.39,85783.44,EUR,Due on Receipt,Finance,Los Angeles,Rejected,High,Quality inspection required,8578.34,94361.78,John Smith,Tom Martinez
PO-2026-90111,Quality Distributors,2026-01-22,2026-02-12,2026-02-12,2x Filing Cabinet; 18x Monitor; 60x Keyboard; 35x Router; 22x Filing Cabinet,137,914.32,63864.77,EUR,Due on Receipt,IT,Toronto,Rejected,Low,Special packaging needed,6386.48,70251.25,Sarah Johnson,Jessica White
PO-2026-12041,Component World,2026-01-22,2026-02-06,2026-02-06,76x Ink Cartridge; 61x Power Supply,137,709.41,111569.92,AUD,Net 60,HR,Sydney,Rejected,Low,Standard delivery,11156.99,122726.91,Emily Chen,Alice Brown
PO-2026-87282,Tech Solutions Ltd,2026-01-22,2026-01-27,2026-01-27,23x SSD Storage; 20x Router; 3x Keyboard,46,699.87,25873.12,GBP,2/10 Net 30,Finance,New York,Rejected,Low,Standard delivery,2587.31,28460.43,Emily Chen,Lisa Anderson
PO-2026-83975,Industrial Parts Group,2026-01-22,2026-02-17,2026-02-17,15x Keyboard; 83x Mouse; 8x Server RAM; 55x Mouse; 1x USB Cable,162,598.48,95796.96,GBP,COD,Operations,Los Angeles,Pending,Low,Quality inspection required,9579.70,105376.66,Emily Chen,Lisa Anderson
PO-2026-71522,Digital Systems,2026-01-22,2026-02-14,2026-02-14,85x Printer Paper; 97x Server RAM; 28x Ink Cartridge; 7x Printer Paper; 89x Mouse,306,479.75,159803.95,GBP,COD,Finance,Sydney,Pending,Urgent,Standard delivery,15980.40,175784.35,Mike Davis,Lisa Anderson
PO-2026-69816,Quality Distributors,2026-01-22,2026-02-07,2026-02-07,8x Power Supply; 51x Ink Cartridge; 42x Desk Chair; 63x Monitor; 64x Filing Cabinet,228,619.62,132234.02,CAD,Net 30,Finance,Sydney,Pending,Low,Standard delivery,13223.40,145457.42,Robert Wilson,Jessica White
PO-2026-33960,Office Plus,2026-01-22,2026-01-31,2026-01-31,43x Router; 9x Laptop,52,800.77,36250.12,GBP,Due on Receipt,Logistics,New York,Rejected,High,Special packaging needed,3625.01,39875.13,Robert Wilson,Alice Brown
PO-2026-52551,Acme Corp,2026-01-22,2026-02-04,2026-02-04,79x Filing Cabinet; 82x Network Switch; 49x Keyboard,210,135.10,55093.43,AUD,Net 60,Operations,Sydney,Approved,Low,Special packaging needed,5509.34,60602.77,John Smith,Tom Martinez
PO-2026-51548,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,26x Laptop,26,528.67,13745.42,USD,Net 30,Operations,Sydney,Rejected,Medium,Special packaging needed,1374.54,15119.96,Sarah Johnson,Tom Martinez
PO-2026-51502,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,82x SSD Storage; 96x USB Cable; 46x Desk Chair,224,621.07,165591.76,USD,Net 30,Operations,New York,Approved,Urgent,Urgent delivery required,16559.18,182150.94,Mike Davis,Alice Brown
PO-2026-37515,Tech Solutions Ltd,2026-01-22,2026-02-18,2026-02-18,21x SSD Storage; 88x Server RAM,109,974.96,56005.04,AUD,COD,Finance,Chicago,Rejected,Low,Standard delivery,5600.50,61605.54,Robert Wilson,Jessica White
PO-2026-94506,Component World,2026-01-22,2026-01-29,2026-01-29,75x Keyboard,75,504.72,37854.00,AUD,COD,Logistics,London,Approved,Low,Urgent delivery required,3785.40,41639.40,John Smith,Jessica White
PO-2026-42614,Enterprise Solutions,2026-01-22,2026-02-06,2026-02-06,73x SSD Storage,73,251.93,18390.89,GBP,Net 90,IT,Chicago,Pending,Urgent,Urgent delivery required,1839.09,20229.98,Mike Davis,Alice Brown
PO-2026-40830,Premium Materials Co,2026-01-22,2026-02-06,2026-02-06,99x Router; 34x Monitor; 73x Desk Chair; 79x USB Cable,285,378.34,114199.39,GBP,COD,Operations,London,Rejected,High,Special packaging needed,11419.94,125619.33,Sarah Johnson,Lisa Anderson
PO-2026-81512,Digital Systems,2026-01-22,2026-01-29,2026-01-29,69x Network Switch; 46x Ink Cartridge; 95x Desk Chair; 45x Router; 76x Power Supply,331,372.03,116926.86,USD,Due on Receipt,Logistics,Sydney,Pending,Medium,,11692.69,128619.55,Sarah Johnson,Lisa Anderson
PO-2026-31150,Tech Solutions Ltd,2026-01-22,2026-01-29,2026-01-29,36x Monitor; 22x Server RAM,58,591.75,37619.74,CAD,Net 90,IT,London,Approved,Urgent,Urgent delivery required,3761.97,41381.71,Emily Chen,Tom Martinez
PO-2026-90391,Digital Systems,2026-01-22,2026-02-17,2026-02-17,6x Router; 99x Laptop,105,261.87,49464.45,EUR,2/10 Net 30,Finance,Toronto,Approved,Low,Quality inspection required,4946.45,54410.90,Robert Wilson,Tom Martinez
PO-2026-85599,Enterprise Solutions,2026-01-22,2026-02-12,2026-02-12,69x Monitor; 36x Office Desk; 17x Printer Paper; 28x Laptop; 32x Monitor,182,821.79,93193.27,AUD,Net 60,Finance,Los Angeles,Rejected,Urgent,,9319.33,102512.60,Robert Wilson,Lisa Anderson
PO-2026-29254,Tech Solutions Ltd,2026-01-22,2026-02-08,2026-02-08,73x SSD Storage; 65x Keyboard; 73x Office Desk,211,411.81,44915.73,AUD,2/10 Net 30,IT,Toronto,Rejected,Low,Standard delivery,4491.57,49407.30,John Smith,Alice Brown
PO-2026-38696,Global Supplies Inc,2026-01-22,2026-02-17,2026-02-17,95x Keyboard; 24x Ink Cartridge; 30x Ink Cartridge; 34x Keyboard,183,125.03,37189.99,AUD,Net 60,Operations,New York,Pending,High,Quality inspection required,3719.00,40908.99,Sarah Johnson,Lisa Anderson
PO-2026-90799,Acme Corp,2026-01-22,2026-02-19,2026-02-19,12x USB Cable; 3x Ink Cartridge; 95x Mouse,110,379.37,54193.21,AUD,Net 30,HR,Toronto,Rejected,Urgent,Quality inspection required,5419.32,59612.53,John Smith,David Lee
PO-2026-38897,Premium Materials Co,2026-01-22,2026-01-30,2026-01-30,28x USB Cable; 58x Power Supply; 5x Router; 32x Monitor,123,212.26,43671.71,GBP,Due on Receipt,Operations,Sydney,Approved,Urgent,,4367.17,48038.88,John Smith,Alice Brown
PO-2026-52269,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,42x Network Switch,42,854.82,35902.44,AUD,Due on Receipt,HR,London,Rejected,High,Special packaging needed,3590.24,39492.68,John Smith,Lisa Anderson
PO-2026-34300,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,37x Laptop; 95x Ink Cartridge; 30x Laptop; 39x Laptop; 88x Desk Chair,289,933.33,182123.14,CAD,2/10 Net 30,HR,Los Angeles,Approved,High,Standard delivery,18212.31,200335.45,Robert Wilson,Jessica White
PO-2026-98884,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,32x SSD Storage; 12x SSD Storage; 68x Mouse,112,211.16,73722.72,GBP,Net 90,Logistics,Los Angeles,Rejected,Urgent,Special packaging needed,7372.27,81094.99,Mike Davis,Jessica White
PO-2026-70896,Tech Solutions Ltd,2026-01-22,2026-02-06,2026-02-06,37x Power Supply; 75x Power Supply; 100x Power Supply,212,984.26,115070.37,GBP,2/10 Net 30,HR,Toronto,Rejected,Urgent,Special packaging needed,11507.04,126577.41,Robert Wilson,Alice Brown
PO-2026-60090,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,79x Network Switch; 45x Network Switch; 74x Monitor,198,276.50,112523.38,CAD,COD,IT,Chicago,Rejected,Low,Special packaging needed,11252.34,123775.72,Sarah Johnson,Jessica White
PO-2026-10043,Component World,2026-01-22,2026-02-06,2026-02-06,28x Power Supply; 45x Monitor; 14x Ink Cartridge; 42x Office Desk,129,459.88,87195.39,USD,Due on Receipt,Logistics,Chicago,Approved,Low,,8719.54,95914.93,Mike Davis,Alice Brown
PO-2026-78835,Tech Solutions Ltd,2026-01-22,2026-02-13,2026-02-13,47x Keyboard; 61x Printer Paper; 92x Keyboard; 9x Keyboard; 67x Laptop,276,160.79,117304.01,AUD,2/10 Net 30,Operations,New York,Rejected,Urgent,Quality inspection required,11730.40,129034.41,Robert Wilson,David Lee
PO-2026-79331,Enterprise Solutions,2026-01-22,2026-02-12,2026-02-12,11x Keyboard; 81x Printer Paper; 33x Power Supply; 42x Router; 54x Filing Cabinet,221,484.55,81450.07,EUR,Net 30,Finance,Los Angeles,Pending,Low,,8145.01,89595.08,John Smith,Alice Brown
PO-2026-54370,Industrial Parts Group,2026-01-22,2026-01-29,2026-01-29,90x Laptop; 50x Office Desk; 19x Network Switch; 33x Ink Cartridge,192,713.80,113517.05,AUD,Due on Receipt,IT,New York,Pending,Urgent,Special packaging needed,11351.71,124868.76,Emily Chen,Tom Martinez
PO-2026-35021,Office Plus,2026-01-22,2026-02-17,2026-02-17,93x Server RAM,93,943.16,87713.88,CAD,Net 60,Finance,Chicago,Pending,Low,Urgent delivery required,8771.39,96485.27,Robert Wilson,Jessica White
