PO Number,Vendor,PO Date,Delivery Date,Expected Delivery,Item Description,Quantity,Unit Price,Total Amount,Currency,Status,Payment Terms,Department,Location,Approval Status,Notes,Tax Amount,Grand Total,Created By,Assigned To
PO-2026-82292,Tech Solutions Ltd,2026-01-22,2026-01-29,2026-01-29,33x SSD Storage; 6x Network Switch; 20x Printer Paper,59,460.51,33205.91,AUD,Received,COD,HR,Sydney,Rejected,Standard delivery,3320.59,36526.50,Emily Chen,Tom Martinez
PO-2026-65453,Office Plus,2026-01-22,2026-01-30,2026-01-30,4x SSD Storage; 46x Router; 16x Network Switch; 95x Server RAM,161,382.59,90074.49,USD,Pending,Net 90,HR,London,Pending,Quality inspection required,9007.45,99081.94,Emily Chen,Lisa Anderson
PO-2026-84728,Quality Distributors,2026-01-22,2026-02-11,2026-02-11,95x Keyboard; 22x Keyboard; 3x Monitor,120,677.36,80614.19,GBP,Received,Due on Receipt,HR,Chicago,Rejected,Standard delivery,8061.42,88675.61,Sarah Johnson,Lisa Anderson
PO-2026-87782,Tech Solutions Ltd,2026-01-22,2026-02-09,2026-02-09,43x Desk Chair; 77x Mouse; 2x Router; 16x Printer Paper,138,137.01,28790.82,USD,Received,2/10 Net 30,Operations,Los Angeles,Approved,Standard delivery,2879.08,31669.90,Emily Chen,Jessica White
PO-2026-15388,Component World,2026-01-22,2026-02-03,2026-02-03,86x Power Supply; 21x Mouse; 42x Printer Paper; 78x SSD Storage; 58x Power Supply,285,765.14,126335.46,AUD,Cancelled,Net 30,Finance,London,Approved,,12633.55,138969.01,Robert Wilson,David Lee
PO-2026-49709,Global Supplies Inc,2026-01-22,2026-01-28,2026-01-28,48x USB Cable,48,896.31,43022.88,CAD,Approved,Due on Receipt,Operations,London,Pending,Quality inspection required,4302.29,47325.17,Emily Chen,Alice Brown
PO-2026-37829,Digital Systems,2026-01-22,2026-01-27,2026-01-27,69x Keyboard; 74x Printer Paper; 16x USB Cable; 95x Router,254,368.63,71705.42,GBP,Pending,Net 90,Logistics,London,Pending,Special packaging needed,7170.54,78875.96,Sarah Johnson,Lisa Anderson
PO-2026-91178,Component World,2026-01-22,2026-01-29,2026-01-29,95x Mouse; 60x Filing Cabinet; 74x Keyboard,229,588.90,82012.14,GBP,Draft,Net 60,Finance,Los Angeles,Approved,Standard delivery,8201.21,90213.35,Robert Wilson,David Lee
PO-2026-18799,Industrial Parts Group,2026-01-22,2026-02-09,2026-02-09,44x SSD Storage; 12x Router; 11x Mouse; 49x SSD Storage,116,549.58,53300.70,CAD,Approved,COD,Operations,Toronto,Approved,Urgent delivery required,5330.07,58630.77,Mike Davis,Jessica White
PO-2026-69651,Quality Distributors,2026-01-22,2026-02-15,2026-02-15,84x Network Switch,84,426.30,35809.20,USD,Draft,Net 30,Finance,Los Angeles,Approved,Standard delivery,3580.92,39390.12,Sarah Johnson,Jessica White
PO-2026-15681,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,74x Power Supply; 93x USB Cable; 69x Network Switch; 98x Router,334,142.56,171836.73,CAD,Partial,COD,Logistics,Toronto,Rejected,Quality inspection required,17183.67,189020.40,Mike Davis,Lisa Anderson
PO-2026-40659,Global Supplies Inc,2026-01-22,2026-02-03,2026-02-03,97x Power Supply; 52x Power Supply; 64x Office Desk,213,903.49,152674.29,USD,Draft,Net 90,IT,Los Angeles,Approved,Standard delivery,15267.43,167941.72,Sarah Johnson,David Lee
PO-2026-87260,Enterprise Solutions,2026-01-22,2026-01-31,2026-01-31,95x Server RAM; 30x Router,125,919.90,97558.70,GBP,Pending,Net 60,Logistics,Chicago,Approved,Special packaging needed,9755.87,107314.57,Sarah Johnson,Alice Brown
PO-2026-67402,Industrial Parts Group,2026-01-22,2026-02-14,2026-02-14,25x Router; 53x Power Supply; 38x Power Supply; 44x Router,160,954.45,137297.20,CAD,Draft,Net 30,Finance,Sydney,Rejected,Quality inspection required,13729.72,151026.92,John Smith,Lisa Anderson
PO-2026-94185,Digital Systems,2026-01-22,2026-02-08,2026-02-08,60x SSD Storage,60,745.28,44716.80,GBP,Approved,Net 60,IT,London,Pending,Standard delivery,4471.68,49188.48,John Smith,David Lee
PO-2026-36561,Digital Systems,2026-01-22,2026-02-17,2026-02-17,98x Printer Paper; 88x Office Desk; 7x Mouse; 35x Mouse,228,450.40,81710.56,USD,Approved,Due on Receipt,Logistics,Sydney,Rejected,Standard delivery,8171.06,89881.62,Sarah Johnson,Tom Martinez
PO-2026-62692,Tech Solutions Ltd,2026-01-22,2026-02-01,2026-02-01,95x Ink Cartridge; 60x Filing Cabinet; 49x Server RAM,204,703.31,151742.48,EUR,Partial,COD,Finance,Chicago,Approved,Quality inspection required,15174.25,166916.73,Robert Wilson,Tom Martinez
PO-2026-13337,Tech Solutions Ltd,2026-01-22,2026-02-18,2026-02-18,42x SSD Storage; 73x Monitor; 65x Monitor; 60x Network Switch,240,804.21,127118.88,AUD,Partial,Net 90,Finance,Chicago,Rejected,,12711.89,139830.77,John Smith,Tom Martinez
PO-2026-46872,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,79x Mouse; 34x USB Cable; 100x Power Supply; 80x Network Switch; 39x USB Cable,332,432.44,123106.17,USD,Approved,Net 60,HR,Sydney,Pending,Urgent delivery required,12310.62,135416.79,Sarah Johnson,Tom Martinez
PO-2026-39872,Office Plus,2026-01-22,2026-02-16,2026-02-16,32x Filing Cabinet,32,176.29,5641.28,USD,Pending,COD,HR,Toronto,Pending,,564.13,6205.41,Emily Chen,Alice Brown
PO-2026-87110,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,96x Monitor; 66x Keyboard; 33x Laptop; 47x Laptop; 84x Printer Paper,326,566.49,136013.12,USD,Received,Net 30,IT,New York,Pending,,13601.31,149614.43,John Smith,Alice Brown
PO-2026-58847,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,32x Router; 89x Printer Paper; 48x Mouse; 81x Printer Paper; 62x SSD Storage,312,615.46,76967.97,USD,Partial,Due on Receipt,HR,Sydney,Rejected,Quality inspection required,7696.80,84664.77,Emily Chen,David Lee
PO-2026-34062,Acme Corp,2026-01-22,2026-02-01,2026-02-01,3x Network Switch; 99x Desk Chair; 28x Monitor; 86x SSD Storage; 80x Office Desk,296,136.13,129204.77,EUR,Pending,Net 90,Logistics,Chicago,Pending,Special packaging needed,12920.48,142125.25,Emily Chen,Jessica White
PO-2026-31057,Acme Corp,2026-01-22,2026-01-31,2026-01-31,26x Router; 74x Office Desk; 6x Filing Cabinet; 34x Office Desk; 57x Network Switch,197,155.56,95328.57,EUR,Draft,2/10 Net 30,Logistics,New York,Approved,,9532.86,104861.43,John Smith,Jessica White
PO-2026-55931,Enterprise Solutions,2026-01-22,2026-02-01,2026-02-01,79x USB Cable; 45x Server RAM,124,245.14,47953.66,USD,Received,Net 90,Operations,Los Angeles,Rejected,Urgent delivery required,4795.37,52749.03,Sarah Johnson,David Lee
PO-2026-36988,Enterprise Solutions,2026-01-22,2026-02-03,2026-02-03,69x Office Desk,69,591.36,40803.84,CAD,Cancelled,2/10 Net 30,Operations,Chicago,Approved,Urgent delivery required,4080.38,44884.22,Robert Wilson,Alice Brown
PO-2026-95691,Enterprise Solutions,2026-01-22,2026-01-30,2026-01-30,44x Server RAM; 13x SSD Storage; 24x Server RAM; 99x Printer Paper; 33x Desk Chair,213,123.60,140380.55,AUD,Approved,Net 90,IT,New York,Approved,Urgent delivery required,14038.06,154418.61,Sarah Johnson,Tom Martinez
PO-2026-90476,Digital Systems,2026-01-22,2026-02-09,2026-02-09,93x Laptop,93,297.33,27651.69,USD,Partial,Net 30,Finance,Chicago,Pending,Standard delivery,2765.17,30416.86,Robert Wilson,Tom Martinez
PO-2026-90263,Enterprise Solutions,2026-01-22,2026-02-11,2026-02-11,33x Network Switch,33,876.19,28914.27,EUR,Received,Net 90,IT,Toronto,Approved,,2891.43,31805.70,Robert Wilson,Lisa Anderson
PO-2026-89020,Enterprise Solutions,2026-01-22,2026-02-19,2026-02-19,29x Power Supply; 27x Network Switch; 63x Mouse,119,225.14,66633.85,USD,Pending,COD,Operations,Chicago,Pending,Special packaging needed,6663.39,73297.24,Mike Davis,David Lee
PO-2026-59407,Component World,2026-01-22,2026-01-31,2026-01-31,93x Mouse,93,190.01,17670.93,CAD,Cancelled,Due on Receipt,HR,Sydney,Approved,Urgent delivery required,1767.09,19438.02,John Smith,David Lee
PO-2026-85883,Component World,2026-01-22,2026-02-07,2026-02-07,78x Printer Paper; 83x Printer Paper; 15x Router; 26x Server RAM,202,716.25,112167.73,USD,Draft,Net 60,HR,New York,Pending,Standard delivery,11216.77,123384.50,Sarah Johnson,Lisa Anderson
PO-2026-51113,Acme Corp,2026-01-22,2026-01-31,2026-01-31,87x SSD Storage,87,2.34,203.58,CAD,Partial,Net 30,IT,Los Angeles,Pending,,20.36,223.94,Emily Chen,Lisa Anderson
PO-2026-91912,Quality Distributors,2026-01-22,2026-02-10,2026-02-10,8x SSD Storage; 2x Mouse; 65x Power Supply; 44x Office Desk,119,585.90,83597.53,CAD,Received,Due on Receipt,IT,New York,Pending,Special packaging needed,8359.75,91957.28,Sarah Johnson,Tom Martinez
PO-2026-12404,Premium Materials Co,2026-01-22,2026-02-15,2026-02-15,41x Router,41,483.43,19820.63,EUR,Pending,Net 30,HR,Los Angeles,Approved,Quality inspection required,1982.06,21802.69,Mike Davis,Jessica White
PO-2026-14496,Office Plus,2026-01-22,2026-02-16,2026-02-16,25x Network Switch; 23x Office Desk; 74x Server RAM; 57x Server RAM; 61x Mouse,240,822.23,143473.98,EUR,Draft,COD,Finance,New York,Approved,Standard delivery,14347.40,157821.38,Mike Davis,Jessica White
PO-2026-74495,Digital Systems,2026-01-22,2026-02-11,2026-02-11,77x Server RAM; 54x Server RAM; 55x Router; 81x Network Switch; 13x Mouse,280,364.54,110517.58,EUR,Received,Net 30,Operations,London,Rejected,,11051.76,121569.34,John Smith,Alice Brown
PO-2026-74884,Premium Materials Co,2026-01-22,2026-02-14,2026-02-14,27x Desk Chair; 99x Keyboard; 97x Power Supply; 62x Office Desk,285,520.67,109143.82,CAD,Partial,2/10 Net 30,Operations,London,Pending,Urgent delivery required,10914.38,120058.20,Robert Wilson,Jessica White
PO-2026-68481,Component World,2026-01-22,2026-02-06,2026-02-06,75x Monitor; 71x USB Cable; 16x Monitor; 4x Laptop; 93x Network Switch,259,331.25,95021.63,CAD,Draft,Net 30,Finance,London,Approved,Urgent delivery required,9502.16,104523.79,Sarah Johnson,Tom Martinez
PO-2026-83195,Component World,2026-01-22,2026-02-01,2026-02-01,49x Office Desk,49,907.52,44468.48,AUD,Cancelled,2/10 Net 30,Logistics,Toronto,Rejected,Quality inspection required,4446.85,48915.33,Sarah Johnson,Lisa Anderson
PO-2026-83066,Enterprise Solutions,2026-01-22,2026-02-18,2026-02-18,45x Mouse; 27x Monitor,72,940.14,48662.37,USD,Pending,COD,Operations,Toronto,Approved,Standard delivery,4866.24,53528.61,John Smith,David Lee
PO-2026-87444,Premium Materials Co,2026-01-22,2026-01-27,2026-01-27,91x Filing Cabinet; 25x Keyboard; 20x Printer Paper,136,190.66,40568.81,EUR,Pending,Net 90,Logistics,Los Angeles,Rejected,Standard delivery,4056.88,44625.69,Robert Wilson,Alice Brown
PO-2026-31193,Office Plus,2026-01-22,2026-01-30,2026-01-30,29x Desk Chair; 22x Ink Cartridge; 93x Router,144,596.79,98873.47,EUR,Partial,Net 60,Logistics,Los Angeles,Pending,Standard delivery,9887.35,108760.82,Robert Wilson,Alice Brown
PO-2026-41640,Global Supplies Inc,2026-01-22,2026-02-11,2026-02-11,49x Power Supply; 84x SSD Storage; 85x Office Desk,218,985.44,57710.59,CAD,Approved,Due on Receipt,Finance,Sydney,Approved,Special packaging needed,5771.06,63481.65,Robert Wilson,David Lee
PO-2026-50799,Quality Distributors,2026-01-22,2026-02-01,2026-02-01,29x Network Switch; 54x Desk Chair; 37x Filing Cabinet; 50x Monitor,170,444.69,89612.26,AUD,Received,2/10 Net 30,Operations,Sydney,Rejected,Urgent delivery required,8961.23,98573.49,Sarah Johnson,Lisa Anderson
PO-2026-90688,Tech Solutions Ltd,2026-01-22,2026-02-21,2026-02-21,2x SSD Storage,2,348.34,696.68,EUR,Partial,Net 90,Operations,Sydney,Pending,,69.67,766.35,Mike Davis,Jessica White
PO-2026-78339,Digital Systems,2026-01-22,2026-02-07,2026-02-07,91x Desk Chair; 5x Office Desk; 38x SSD Storage; 53x Office Desk; 57x USB Cable,244,506.92,131356.58,CAD,Partial,COD,Operations,Sydney,Rejected,Urgent delivery required,13135.66,144492.24,Mike Davis,Lisa Anderson
PO-2026-71175,Premium Materials Co,2026-01-22,2026-02-05,2026-02-05,73x Router; 46x Power Supply; 81x Monitor; 22x Printer Paper,222,983.56,144785.56,AUD,Partial,Net 30,HR,New York,Pending,Special packaging needed,14478.56,159264.12,John Smith,Alice Brown
PO-2026-33522,Enterprise Solutions,2026-01-22,2026-02-20,2026-02-20,44x Keyboard,44,468.18,20599.92,USD,Cancelled,Net 30,Operations,New York,Approved,Urgent delivery required,2059.99,22659.91,Mike Davis,Lisa Anderson
PO-2026-30564,Global Supplies Inc,2026-01-22,2026-02-10,2026-02-10,2x Ink Cartridge; 97x Mouse; 94x Filing Cabinet,193,680.51,118261.68,CAD,Approved,COD,Finance,Sydney,Approved,,11826.17,130087.85,Emily Chen,Jessica White
PO-2026-50168,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,14x USB Cable; 22x Keyboard; 38x Keyboard; 24x Monitor; 77x Mouse,175,892.18,57479.70,CAD,Received,2/10 Net 30,Finance,New York,Approved,Special packaging needed,5747.97,63227.67,Sarah Johnson,David Lee
PO-2026-38639,Acme Corp,2026-01-22,2026-02-10,2026-02-10,53x USB Cable; 11x Router; 94x Mouse; 43x Mouse,201,625.52,110823.40,EUR,Received,COD,Finance,New York,Pending,,11082.34,121905.74,Emily Chen,Lisa Anderson
PO-2026-54195,Digital Systems,2026-01-22,2026-01-30,2026-01-30,61x Laptop,61,28.94,1765.34,AUD,Draft,Net 60,Finance,London,Rejected,Quality inspection required,176.53,1941.87,Mike Davis,Jessica White
PO-2026-96802,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,68x USB Cable; 28x USB Cable; 98x Power Supply; 4x SSD Storage,198,741.86,126814.96,USD,Draft,Net 30,IT,London,Approved,Standard delivery,12681.50,139496.46,John Smith,David Lee
PO-2026-21204,Acme Corp,2026-01-22,2026-02-15,2026-02-15,85x Mouse; 14x USB Cable; 80x Monitor; 52x Laptop; 96x Desk Chair,327,520.30,184390.68,CAD,Approved,2/10 Net 30,Logistics,Chicago,Approved,Standard delivery,18439.07,202829.75,Emily Chen,Alice Brown
PO-2026-54784,Component World,2026-01-22,2026-01-31,2026-01-31,7x Power Supply; 79x Filing Cabinet; 32x Server RAM; 8x Ink Cartridge; 18x SSD Storage,144,506.11,86325.11,USD,Partial,Net 90,Logistics,London,Rejected,,8632.51,94957.62,John Smith,David Lee
PO-2026-23623,Enterprise Solutions,2026-01-22,2026-02-02,2026-02-02,26x Network Switch,26,372.45,9683.70,CAD,Received,2/10 Net 30,Operations,New York,Rejected,Special packaging needed,968.37,10652.07,Sarah Johnson,Lisa Anderson
PO-2026-26536,Enterprise Solutions,2026-01-22,2026-02-08,2026-02-08,55x SSD Storage; 22x Printer Paper; 31x Keyboard,108,242.20,21040.39,GBP,Approved,Net 90,HR,Toronto,Approved,Urgent delivery required,2104.04,23144.43,Mike Davis,Alice Brown
PO-2026-89080,Premium Materials Co,2026-01-22,2026-02-13,2026-02-13,65x Router; 99x USB Cable; 24x Printer Paper,188,350.29,66477.53,EUR,Received,COD,HR,Chicago,Rejected,Special packaging needed,6647.75,73125.28,Sarah Johnson,Tom Martinez
PO-2026-63040,Component World,2026-01-22,2026-02-06,2026-02-06,6x Server RAM; 27x Office Desk; 41x Filing Cabinet; 70x Laptop,144,110.26,59039.33,EUR,Approved,Net 90,Finance,Los Angeles,Pending,Special packaging needed,5903.93,64943.26,Mike Davis,Tom Martinez
PO-2026-96072,Acme Corp,2026-01-22,2026-02-09,2026-02-09,7x Desk Chair; 60x Mouse; 62x Keyboard,129,739.38,92225.04,USD,Partial,Net 90,HR,London,Rejected,Quality inspection required,9222.50,101447.54,Emily Chen,Lisa Anderson
PO-2026-82408,Digital Systems,2026-01-22,2026-02-16,2026-02-16,77x Filing Cabinet; 74x USB Cable; 66x Power Supply; 19x Laptop; 29x Router,265,856.26,143635.13,GBP,Cancelled,2/10 Net 30,Logistics,Sydney,Rejected,Urgent delivery required,14363.51,157998.64,Mike Davis,Tom Martinez
PO-2026-66836,Acme Corp,2026-01-22,2026-02-02,2026-02-02,96x Laptop; 84x Monitor; 85x SSD Storage,265,67.07,103932.42,EUR,Cancelled,Due on Receipt,IT,Toronto,Approved,Standard delivery,10393.24,114325.66,Sarah Johnson,Tom Martinez
PO-2026-89140,Digital Systems,2026-01-22,2026-02-19,2026-02-19,100x SSD Storage; 38x Laptop; 95x Mouse; 93x Desk Chair; 22x USB Cable,348,651.60,272239.35,EUR,Draft,Net 90,HR,New York,Pending,Special packaging needed,27223.94,299463.29,John Smith,Tom Martinez
PO-2026-65367,Enterprise Solutions,2026-01-22,2026-01-31,2026-01-31,56x Desk Chair; 19x Power Supply; 74x Mouse,149,231.17,83033.20,USD,Partial,Net 60,IT,New York,Approved,Standard delivery,8303.32,91336.52,Emily Chen,Lisa Anderson
PO-2026-59029,Component World,2026-01-22,2026-02-02,2026-02-02,16x Filing Cabinet; 83x Router; 31x Network Switch; 11x Network Switch,141,955.66,47179.58,USD,Partial,Net 90,Operations,Toronto,Pending,Standard delivery,4717.96,51897.54,Sarah Johnson,Tom Martinez
PO-2026-31361,Digital Systems,2026-01-22,2026-02-06,2026-02-06,34x Desk Chair; 56x Filing Cabinet; 97x Ink Cartridge,187,241.63,93225.72,EUR,Approved,2/10 Net 30,Logistics,New York,Rejected,Urgent delivery required,9322.57,102548.29,Mike Davis,Jessica White
PO-2026-58169,Component World,2026-01-22,2026-02-14,2026-02-14,20x Router; 100x Laptop; 29x USB Cable,149,886.36,110459.67,AUD,Received,Net 90,Operations,Sydney,Approved,Quality inspection required,11045.97,121505.64,Robert Wilson,Lisa Anderson
PO-2026-84151,Office Plus,2026-01-22,2026-02-19,2026-02-19,53x Laptop; 24x Power Supply; 96x Router,173,267.45,66826.77,CAD,Received,Net 30,Operations,Los Angeles,Pending,Special packaging needed,6682.68,73509.45,Robert Wilson,Jessica White
PO-2026-22752,Global Supplies Inc,2026-01-22,2026-02-03,2026-02-03,52x Keyboard; 88x Power Supply; 98x Keyboard; 98x USB Cable; 57x Laptop,393,770.90,258537.69,USD,Pending,Due on Receipt,Finance,New York,Approved,Quality inspection required,25853.77,284391.46,Emily Chen,Lisa Anderson
PO-2026-91960,Industrial Parts Group,2026-01-22,2026-02-20,2026-02-20,45x Monitor; 8x Server RAM; 23x Office Desk; 70x Desk Chair,146,171.76,83949.11,GBP,Received,Due on Receipt,Logistics,Toronto,Pending,Quality inspection required,8394.91,92344.02,Sarah Johnson,Lisa Anderson
PO-2026-38950,Premium Materials Co,2026-01-22,2026-02-17,2026-02-17,84x Mouse; 10x SSD Storage,94,479.24,45367.36,AUD,Approved,Due on Receipt,Logistics,London,Pending,Special packaging needed,4536.74,49904.10,Robert Wilson,Lisa Anderson
PO-2026-45054,Quality Distributors,2026-01-22,2026-02-20,2026-02-20,92x Mouse; 66x SSD Storage; 58x Power Supply; 63x Power Supply; 36x Mouse,315,210.33,123364.92,AUD,Draft,Due on Receipt,HR,New York,Rejected,Special packaging needed,12336.49,135701.41,John Smith,David Lee
PO-2026-71340,Acme Corp,2026-01-22,2026-02-19,2026-02-19,3x Monitor; 37x Keyboard,40,111.28,7545.88,EUR,Pending,2/10 Net 30,Finance,New York,Approved,Standard delivery,754.59,8300.47,Robert Wilson,Tom Martinez
PO-2026-83884,Global Supplies Inc,2026-01-22,2026-02-07,2026-02-07,27x Ink Cartridge; 50x Monitor; 45x Router; 18x Desk Chair; 25x Office Desk,165,404.89,98896.03,AUD,Approved,Due on Receipt,IT,Sydney,Approved,Urgent delivery required,9889.60,108785.63,Emily Chen,Lisa Anderson
PO-2026-44879,Digital Systems,2026-01-22,2026-02-03,2026-02-03,94x Monitor; 100x USB Cable; 16x SSD Storage; 37x Desk Chair,247,320.77,53174.00,GBP,Received,Net 60,Finance,Sydney,Rejected,Urgent delivery required,5317.40,58491.40,Emily Chen,Alice Brown
PO-2026-90213,Quality Distributors,2026-01-22,2026-02-07,2026-02-07,65x Filing Cabinet; 88x Laptop; 71x Desk Chair,224,474.14,165647.44,USD,Pending,Due on Receipt,Logistics,London,Approved,Special packaging needed,16564.74,182212.18,Sarah Johnson,Tom Martinez
PO-2026-46389,Office Plus,2026-01-22,2026-02-21,2026-02-21,80x Power Supply,80,217.60,17408.00,CAD,Received,Net 90,HR,Chicago,Approved,Quality inspection required,1740.80,19148.80,John Smith,Alice Brown
PO-2026-24481,Quality Distributors,2026-01-22,2026-02-21,2026-02-21,51x Printer Paper; 37x Laptop; 56x Monitor; 57x Monitor,201,596.60,91243.71,USD,Received,Net 60,Logistics,Chicago,Approved,Quality inspection required,9124.37,100368.08,Robert Wilson,David Lee
PO-2026-56720,Digital Systems,2026-01-22,2026-02-02,2026-02-02,13x USB Cable; 11x USB Cable; 73x Mouse; 37x USB Cable; 54x SSD Storage,188,148.29,62354.87,GBP,Pending,Net 60,Logistics,Los Angeles,Rejected,Standard delivery,6235.49,68590.36,Emily Chen,Lisa Anderson
PO-2026-60874,Office Plus,2026-01-22,2026-02-16,2026-02-16,18x Laptop; 53x Laptop; 35x Mouse,106,536.57,52257.33,EUR,Cancelled,Net 30,IT,London,Pending,Standard delivery,5225.73,57483.06,Emily Chen,Lisa Anderson
PO-2026-65945,Industrial Parts Group,2026-01-22,2026-02-08,2026-02-08,53x USB Cable; 81x Filing Cabinet; 9x Filing Cabinet; 39x Laptop,182,793.80,80334.00,USD,Pending,Net 60,IT,New York,Approved,Standard delivery,8033.40,88367.40,Sarah Johnson,Lisa Anderson
PO-2026-17703,Office Plus,2026-01-22,2026-02-19,2026-02-19,84x SSD Storage; 26x Monitor; 94x Router,204,736.21,75289.24,USD,Draft,2/10 Net 30,HR,Toronto,Rejected,,7528.92,82818.16,Robert Wilson,David Lee
PO-2026-72855,Premium Materials Co,2026-01-22,2026-02-06,2026-02-06,30x Laptop; 59x Office Desk,89,976.17,33319.52,GBP,Approved,Net 30,Finance,New York,Pending,,3331.95,36651.47,Sarah Johnson,Lisa Anderson
PO-2026-16815,Acme Corp,2026-01-22,2026-01-28,2026-01-28,75x USB Cable; 24x Printer Paper; 52x SSD Storage,151,311.85,66949.67,CAD,Cancelled,2/10 Net 30,Logistics,London,Approved,Special packaging needed,6694.97,73644.64,Mike Davis,Alice Brown
